################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.4652491037815297E-01 a      1572     1    12     2    22
 -2.8598939927355110E-01 a      1573     1    12     2    23
 -6.0546073397153921E-01 a      1574     1    12     2    24
 -4.4906570844470145E-01 a      1575     1    12     2    25
 -1.2521503481654976E-02 a      1576     1    13     2     1
 -7.5501422345941691E-02 a      1577     1    13     2     2
  2.6441557333366739E-01 a      1578     1    13     2     3
  2.9390538811473194E-01 a      1579     1    13     2     4
  5.4271810380493024E-01 a      1580     1    13     2     5
 -7.2911885121379605E-01 a      1581     1    13     2     6
 -7.9885601320083943E-01 a      1582     1    13     2     7
 -1.2324076700869893E-01 a      1583     1    13     2     8
  1.2694941648157565E-01 a      1584     1    13     2     9
  5.1825913679223304E-02 a      1585     1    13     2    10
 -2.4359774795894809E-01 a      1586     1    13     2    11
 -1.5748495209655836E-01 a      1587     1    13     2    12
  7.0250900253737189E-02 a      1588     1    13     2    13
 -4.5073293091315797E-01 a      1589     1    13     2    14
 -9.9818452805155422E-01 a      1590     1    13     2    15
  7.9326936959595168E-03 a      1591     1    13     2    16
 -3.2832218966973248E-01 a      1592     1    13     2    17
 -1.1861542965754000E-01 a      1593     1    13     2    18
 -5.9419245791749720E-01 a      1594     1    13     2    19
 -1.6382786282196533E-02 a      1595     1    13     2    20
  2.6874095417827026E-01 a      1596     1    13     2    21
 -3.7962389499600613E-01 a      1597     1    13     2    22
  7.9510392248472672E-01 a      1598     1    13     2    23
 -1.3027979267788428E-01 a      1599     1    13     2    24
 -4.6578976082218715E-01 a      1600     1    13     2    25
  4.2972451353694868E-01 a      1601     1    14     2     1
  2.8711898769155886E-01 a      1602     1    14     2     2
 -1.1014235743783590E-01 a      1603     1    14     2     3
 -8.6496707138408707E-02 a      1604     1    14     2     4
 -2.2255485979628328E-01 a      1605     1    14     2     5
 -2.7367677093713777E-01 a      1606     1    14     2     6
  5.1158615025137044E-01 a      1607     1    14     2     7
 -6.4831720622870648E-01 a      1608     1    14     2     8
  8.5068344785650188E-02 a      1609     1    14     2     9
  3.5994391367991779E-01 a      1610     1    14     2    10
 -2.2216411589612969E-01 a      1611     1    14     2    11
 -2.7945740037898037E-01 a      1612     1    14     2    12
  4.0491011735459148E-01 a      1613     1    14     2    13
 -6.4087979167039809E-03 a      1614     1    14     2    14
  4.4456900099436458E-01 a      1615     1    14     2    15
 -3.2548224065013381E-01 a      1616     1    14     2    16
 -2.3075422560211553E-01 a      1617     1    14     2    17
  1.3257120008668649E-01 a      1618     1    14     2    18
  2.0200582015256538E-01 a      1619     1    14     2    19
  1.5363335695045693E-01 a      1620     1    14     2    20
  3.8701570003820351E-03 a      1621     1    14     2    21
 -3.2157742444081400E-02 a      1622     1    14     2    22
  1.6637832384192527E-01 a      1623     1    14     2    23
  3.1056254380666465E-01 a      1624     1    14     2    24
  1.4286234005079604E-01 a      1625     1    14     2    25
 -1.0667425822230632E-01 a      1626     1    15     2     1
 -1.4847953926923388E-01 a      1627     1    15     2     2
 -3.7557011596231968E-02 a      1628     1    15     2     3
 -2.1642109604871276E-01 a      1629     1    15     2     4
 -2.1442286111718681E-02 a      1630     1    15     2     5
  4.9690943138616973E-02 a      1631     1    15     2     6
  2.4967216633283681E-01 a      1632     1    15     2     7
 -8.9188614930460347E-02 a      1633     1    15     2     8
  1.5501410411184452E-01 a      1634     1    15     2     9
 -4.4914586306776955E-01 a      1635     1    15     2    10
 -5.4919573593054649E-01 a      1636     1    15     2    11
  2.4743874271326374E-01 a      1637     1    15     2    12
  4.5549203084903622E-01 a      1638     1    15     2    13
  1.9483818404694561E-01 a      1639     1    15     2    14
  6.0100881210786006E-01 a      1640     1    15     2    15
  3.9511108152040847E-01 a      1641     1    15     2    16
 -1.8305423279325198E-01 a      1642     1    15     2    17
 -5.1359477623832239E-01 a      1643     1    15     2    18
 -4.4658213429509447E-01 a      1644     1    15     2    19
  1.8134671419163487E-01 a      1645     1    15     2    20
 -8.8935854495996169E-02 a      1646     1    15     2    21
 -6.1293372365339949E-01 a      1647     1    15     2    22
  1.8354188802886906E-01 a      1648     1    15     2    23
  2.9903205854787090E-01 a      1649     1    15     2    24
 -2.4343023614847928E-02 a      1650     1    15     2    25
  1.6717032976232796E-01 a      1651     1    16     2     1
 -3.9563749486397792E-01 a      1652     1    16     2     2
  2.1229407479301809E-01 a      1653     1    16     2     3
  4.1536199247756567E-01 a      1654     1    16     2     4
  5.9644857034988386E-01 a      1655     1    16     2     5
  1.0213983032384609E-01 a      1656     1    16     2     6
 -2.0119546230906710E-01 a      1657     1    16     2     7
 -6.8364778428666395E-02 a      1658     1    16     2     8
  2.9802322814696969E-01 a      1659     1    16     2     9
  2.1372109766015698E-01 a      1660     1    16     2    10
  2.1622920484045149E-01 a      1661     1    16     2    11
 -3.1446508624784258E-01 a      1662     1    16     2    12
  4.7994424774160693E-01 a      1663     1    16     2    13
  7.8490209131828279E-03 a      1664     1    16     2    14
 -2.6057129848355337E-01 a      1665     1    16     2    15
 -1.9858016139381082E-01 a      1666     1    16     2    16
  9.8667721670203684E-02 a      1667     1    16     2    17
 -1.8791723137219848E-01 a      1668     1    16     2    18
 -1.2592487233035185E-01 a      1669     1    16     2    19
  1.2049967190087460E-01 a      1670     1    16     2    20
 -9.8356347102772315E-02 a      1671     1    16     2    21
  1.0027723198471040E-01 a      1672     1    16     2    22
 -2.2063837134230158E-01 a      1673     1    16     2    23
 -2.7476832299012438E-01 a      1674     1    16     2    24
  3.5132771285838582E-01 a      1675     1    16     2    25
  3.2422841239116140E-01 a      1676     1    17     2     1
 -8.6134642270937456E-01 a      1677     1    17     2     2
 -6.9525611020727429E-01 a      1678     1    17     2     3
 -1.0812366783153421E-01 a      1679     1    17     2     4
 -2.6397253795710233E-02 a      1680     1    17     2     5
  1.1306754257951125E-01 a      1681     1    17     2     6
 -5.4838453635441629E-03 a      1682     1    17     2     7
 -1.4505645912795728E-01 a      1683     1    17     2     8
  4.8772181085646564E-03 a      1684     1    17     2     9
  1.2410715303095019E-02 a      1685     1    17     2    10
 -3.5074682529402511E-02 a      1686     1    17     2    11
  1.8892596304964446E-01 a      1687     1    17     2    12
  9.3951687231013506E-02 a      1688     1    17     2    13
 -1.8145342947275406E-01 a      1689     1    17     2    14
  3.9628205047082671E-01 a      1690     1    17     2    15
 -2.9173943076092886E-02 a      1691     1    17     2    16
 -4.8710017941382577E-01 a      1692     1    17     2    17
  1.4529737782727917E-01 a      1693     1    17     2    18
  3.2388675867800365E-01 a      1694     1    17     2    19
  2.1696399470509775E-01 a      1695     1    17     2    20
  2.1415823593443098E-01 a      1696     1    17     2    21
  6.2956901321956404E-01 a      1697     1    17     2    22
 -2.0093574943855438E-01 a      1698     1    17     2    23
  1.5096453679615682E-02 a      1699     1    17     2    24
 -1.7944599120839419E-01 a      1700     1    17     2    25
  1.3385675669446079E-01 a      1701     1    18     2     1
  4.9065140246129058E-01 a      1702     1    18     2     2
  3.0526074748684595E-01 a      1703     1    18     2     3
  2.5928354574053147E-01 a      1704     1    18     2     4
 -2.2187490467720458E-01 a      1705     1    18     2     5
 -5.5461620256257582E-01 a      1706     1    18     2     6
  2.6467565037086516E-01 a      1707     1    18     2     7
  1.6539561353252495E-03 a      1708     1    18     2     8
 -2.2727825435521914E-01 a      1709     1    18     2     9
  1.9486785378882118E-01 a      1710     1    18     2    10
  4.9193391677644349E-01 a      1711     1    18     2    11
 -1.5208470221467177E-01 a      1712     1    18     2    12
 -4.0260879726136656E-01 a      1713     1    18     2    13
 -1.9160050613485735E-01 a      1714     1    18     2    14
 -4.3390125513319229E-02 a      1715     1    18     2    15
  2.5434834477775536E-01 a      1716     1    18     2    16
 -1.3673583834760544E-01 a      1717     1    18     2    17
 -3.7223675343454815E-01 a      1718     1    18     2    18
 -1.5624898522409358E-01 a      1719     1    18     2    19
  6.7651239504406893E-02 a      1720     1    18     2    20
  2.8212184641732663E-01 a      1721     1    18     2    21
 -3.1829495744338943E-01 a      1722     1    18     2    22
  3.1525920072075575E-01 a      1723     1    18     2    23
  4.4446583960165692E-01 a      1724     1    18     2    24
 -2.3594462350215664E-01 a      1725     1    18     2    25
  1.5751856016574961E-01 a      1726     1    19     2     1
 -1.9131786333846446E-01 a      1727     1    19     2     2
 -3.5953747629378796E-01 a      1728     1    19     2     3
 -4.3954629537154744E-01 a      1729     1    19     2     4
  2.7436752455571260E-02 a      1730     1    19     2     5
 -7.1351486523434399E-02 a      1731     1    19     2     6
  4.2223891175874266E-02 a      1732     1    19     2     7
 -4.9130229787083951E-01 a      1733     1    19     2     8
  8.0684183432868900E-02 a      1734     1    19     2     9
 -1.0251705490968339E-01 a      1735     1    19     2    10
  6.4485821299893009E-01 a      1736     1    19     2    11
  8.8723929324769343E-02 a      1737     1    19     2    12
 -3.4148092143701347E-01 a      1738     1    19     2    13
  4.7506411575817886E-01 a      1739     1    19     2    14
  6.9613503821151307E-02 a      1740     1    19     2    15
 -1.9502595176215273E-01 a      1741     1    19     2    16
 -2.2181622177897400E-01 a      1742     1    19     2    17
 -6.8127635750673488E-01 a      1743     1    19     2    18
 -2.6847044345907619E-02 a      1744     1    19     2    19
  6.9883618058557828E-01 a      1745     1    19     2    20
  2.0909307943064112E-01 a      1746     1    19     2    21
  5.4018334916907684E-01 a      1747     1    19     2    22
  4.1757578040372934E-01 a      1748     1    19     2    23
 -1.2685326995633919E-01 a      1749     1    19     2    24
 -1.1745030326921860E-01 a      1750     1    19     2    25
  3.8732920507193919E-01 a      1751     1    20     2     1
  2.5394591160262003E-01 a      1752     1    20     2     2
  1.1362765721055099E-01 a      1753     1    20     2     3
 -4.1994712975263987E-01 a      1754     1    20     2     4
 -2.3402119392846454E-01 a      1755     1    20     2     5
  4.7660671945709754E-01 a      1756     1    20     2     6
  4.4602216641493919E-01 a      1757     1    20     2     7
 -6.1709047347662409E-02 a      1758     1    20     2     8
  1.1811529782721269E-02 a      1759     1    20     2     9
 -2.6799202679271217E-01 a      1760     1    20     2    10
 -3.5390559075303946E-01 a      1761     1    20     2    11
  3.3592999590073273E-02 a      1762     1    20     2    12
  2.2358168823803770E-01 a      1763     1    20     2    13
 -3.0681699245066746E-01 a      1764     1    20     2    14
  4.4070961185489055E-01 a      1765     1    20     2    15
  1.8029801893631836E-01 a      1766     1    20     2    16
  2.9613118834593605E-01 a      1767     1    20     2    17
 -3.6094913385062788E-01 a      1768     1    20     2    18
 -3.6961389506207643E-01 a      1769     1    20     2    19
 -7.9568796351503199E-02 a      1770     1    20     2    20
  7.6438632344889990E-01 a      1771     1    20     2    21
 -7.3450357973888203E-01 a      1772     1    20     2    22
 -3.1226333220988695E-01 a      1773     1    20     2    23
 -1.8894045115648808E-01 a      1774     1    20     2    24
 -2.9548345375253482E-01 a      1775     1    20     2    25
 -2.4414506420414731E-01 a      1776     1    21     2     1
  5.4997713568833972E-01 a      1777     1    21     2     2
  2.9571148923767854E-01 a      1778     1    21     2     3
 -2.5616827340501325E-01 a      1779     1    21     2     4
 -3.0165359316682605E-01 a      1780     1    21     2     5
  2.4075677074547670E-02 a      1781     1    21     2     6
  1.9067753388565398E-01 a      1782     1    21     2     7
 -3.0837170233558975E-01 a      1783     1    21     2     8
 -4.2582667144722841E-01 a      1784     1    21     2     9
  3.9006792347250879E-01 a      1785     1    21     2    10
 -2.2186337311074333E-01 a      1786     1    21     2    11
 -1.5666207998560977E-01 a      1787     1    21     2    12
  2.0474712052175445E-01 a      1788     1    21     2    13
  1.2851514447633602E-01 a      1789     1    21     2    14
 -1.4579413424484203E-01 a      1790     1    21     2    15
 -4.0276656101236152E-02 a      1791     1    21     2    16
  3.3510776423807714E-01 a      1792     1    21     2    17
  1.0835468896441570E-04 a      1793     1    21     2    18
  1.5392447037585694E-01 a      1794     1    21     2    19
  6.3754754351794785E-01 a      1795     1    21     2    20
  1.8771610682929660E-01 a      1796     1    21     2    21
  9.6722268774251863E-01 a      1797     1    21     2    22
 -3.5138801767322968E-03 a      1798     1    21     2    23
 -4.9170726051999825E-01 a      1799     1    21     2    24
 -9.5407240051193457E-02 a      1800     1    21     2    25
  1.6081866463302535E-01 a      1801     1    22     2     1
  2.3859361886727490E-01 a      1802     1    22     2     2
 -2.2183063196281314E-02 a      1803     1    22     2     3
  1.5325899735679810E-01 a      1804     1    22     2     4
 -2.1879663009211148E-01 a      1805     1    22     2     5
 -3.3952310587757478E-01 a      1806     1    22     2     6
 -4.8489367971881486E-01 a      1807     1    22     2     7
  9.1842895685017925E-02 a      1808     1    22     2     8
 -9.6647140935059189E-02 a      1809     1    22     2     9
  6.5174617835081383E-02 a      1810     1    22     2    10
 -3.7727533809287578E-01 a      1811     1    22     2    11
 -1.2746438800340712E-01 a      1812     1    22     2    12
  9.8347462896591284E-02 a      1813     1    22     2    13
 -2.9210416913784581E-01 a      1814     1    22     2    14
  5.5787585651230098E-01 a      1815     1    22     2    15
 -4.4250418085564819E-01 a      1816     1    22     2    16
  8.0280204309084807E-02 a      1817     1    22     2    17
 -5.2685549246475882E-01 a      1818     1    22     2    18
 -3.7432679456754281E-01 a      1819     1    22     2    19
 -2.5732955936860746E-01 a      1820     1    22     2    20
  7.9373924114868891E-02 a      1821     1    22     2    21
  5.8549847383154074E-01 a      1822     1    22     2    22
 -2.5599439215830296E-02 a      1823     1    22     2    23
 -3.7019993604651524E-01 a      1824     1    22     2    24
 -5.1647721013869807E-01 a      1825     1    22     2    25
 -1.0313091306023366E-01 a      1826     1    23     2     1
  3.3091502285810614E-01 a      1827     1    23     2     2
 -3.2560263462186467E-01 a      1828     1    23     2     3
  3.4992665863075645E-01 a      1829     1    23     2     4
  1.8225779390640648E-01 a      1830     1    23     2     5
  4.2692974114169342E-02 a      1831     1    23     2     6
  3.2594558161866322E-02 a      1832     1    23     2     7
  1.6361405858285394E-01 a      1833     1    23     2     8
 -9.4582881591232348E-02 a      1834     1    23     2     9
 -1.8545062556336339E-01 a      1835     1    23     2    10
 -4.3982839548474278E-01 a      1836     1    23     2    11
  1.6915330678573698E-01 a      1837     1    23     2    12
 -9.2592577714168856E-01 a      1838     1    23     2    13
 -3.7120012055382562E-01 a      1839     1    23     2    14
  5.5562750987549692E-01 a      1840     1    23     2    15
 -3.8723831103951223E-01 a      1841     1    23     2    16
 -2.3577323820002541E-01 a      1842     1    23     2    17
 -5.4738188885655747E-01 a      1843     1    23     2    18
 -3.2000629957862242E-01 a      1844     1    23     2    19
  3.6102375463107522E-01 a      1845     1    23     2    20
 -4.5504783586710382E-02 a      1846     1    23     2    21
  2.9289567458996046E-01 a      1847     1    23     2    22
 -9.9603968804663878E-02 a      1848     1    23     2    23
 -3.3221142016545757E-01 a      1849     1    23     2    24
 -5.0643199291043928E-01 a      1850     1    23     2    25
 -2.0926208745946040E-01 a      1851     1    24     2     1
 -3.0072977362239983E-01 a      1852     1    24     2     2
 -7.2803469028154488E-02 a      1853     1    24     2     3
  4.1864560842418054E-02 a      1854     1    24     2     4
  3.1503072632019635E-01 a      1855     1    24     2     5
 -2.1604397961638386E-01 a      1856     1    24     2     6
 -1.7006988542762688E-01 a      1857     1    24     2     7
  3.7510178601829941E-01 a      1858     1    24     2     8
  8.5039023378756531E-02 a      1859     1    24     2     9
  3.8497835741743575E-01 a      1860     1    24     2    10
  3.1324404168583501E-02 a      1861     1    24     2    11
  2.5186073794462233E-01 a      1862     1    24     2    12
  1.9978733569906582E-01 a      1863     1    24     2    13
 -3.2496886540869024E-01 a      1864     1    24     2    14
  1.9961158738570858E-01 a      1865     1    24     2    15
  7.0589236050091964E-01 a      1866     1    24     2    16
  4.3442000924446567E-01 a      1867     1    24     2    17
 -2.3844894436798422E-01 a      1868     1    24     2    18
  3.2417756683759230E-01 a      1869     1    24     2    19
 -9.2266505205719385E-02 a      1870     1    24     2    20
  3.8925467474102399E-01 a      1871     1    24     2    21
  4.2756564362621807E-01 a      1872     1    24     2    22
 -7.1958231122818406E-02 a      1873     1    24     2    23
  3.0247186866521551E-02 a      1874     1    24     2    24
 -1.3823042498865848E-01 a      1875     1    24     2    25
  2.0655348566470413E-01 a      1876     1    25     2     1
  5.1517023928238848E-01 a      1877     1    25     2     2
 -2.7077216648243235E-01 a      1878     1    25     2     3
 -1.2412421995828148E-01 a      1879     1    25     2     4
 -9.7158653401392320E-02 a      1880     1    25     2     5
  3.8735923618504381E-01 a      1881     1    25     2     6
 -3.0389789395498651E-01 a      1882     1    25     2     7
 -6.6002621767073291E-02 a      1883     1    25     2     8
 -3.2253914506828230E-01 a      1884     1    25     2     9
  2.0798793173614610E-01 a      1885     1    25     2    10
 -8.1211111616181525E-02 a      1886     1    25     2    11
 -5.3862377590008459E-01 a      1887     1    25     2    12
  2.3070512815443875E-01 a      1888     1    25     2    13
 -8.9867645846628708E-02 a      1889     1    25     2    14
 -1.4206317179486730E-01 a      1890     1    25     2    15
 -6.7259699617202118E-01 a      1891     1    25     2    16
 -8.6173944741113107E-01 a      1892     1    25     2    17
  2.2057890009980058E-01 a      1893     1    25     2    18
  7.8052222684301606E-02 a      1894     1    25     2    19
 -3.0379280005795369E-02 a      1895     1    25     2    20
  3.6511386208492164E-01 a      1896     1    25     2    21
 -3.0124490648939550E-01 a      1897     1    25     2    22
 -8.7056768835264836E-02 a      1898     1    25     2    23
 -4.2622189066305305E-01 a      1899     1    25     2    24
  1.9792152360858453E-01 a      1900     1    25     2    25
 -2.8552612446908068E-02 b      1901     2     1
  1.3303957036330344E-01 b      1902     2     2
  1.2186678078141550E-02 b      1903     2     3
  2.6797323599539423E-02 b      1904     2     4
 -7.2642648805678389E-02 b      1905     2     5
  3.3792937946683151E-02 b      1906     2     6
 -2.0567103726548958E-01 b      1907     2     7
  3.0377396847185678E-01 b      1908     2     8
  1.4942789916084870E-01 b      1909     2     9
 -2.6549490360568504E-03 b      1910     2    10
 -5.9741262407320549E-02 b      1911     2    11
  1.8770651148885431E-02 b      1912     2    12
 -1.4808033597149389E-01 b      1913     2    13
 -1.7211434140224580E-01 b      1914     2    14
  1.1052793804246873E-01 b      1915     2    15
 -5.4148940605217556E-02 b      1916     2    16
  7.0329642251867802E-02 b      1917     2    17
 -1.8954129248447138E-01 b      1918     2    18
 -8.3905179418317516E-02 b      1919     2    19
  4.3373674711849573E-03 b      1920     2    20
  4.1000714585036416E-02 b      1921     2    21
 -2.5544694570861742E-03 b      1922     2    22
  8.8251766245032767E-02 b      1923     2    23
  1.0469898205593714E-01 b      1924     2    24
 -1.9049371768057096E-02 b      1925     2    25
 -6.1149269848548495E-02 a      1926     2     1     3     1
 -1.9339399185891279E-01 a      1927     2     2     3     1
 -8.8462609842657725E-01 a      1928     2     3     3     1
  2.7871734422766392E-01 a      1929     2     4     3     1
  4.2286220122775275E-01 a      1930     2     5     3     1
  3.2158280094098601E-01 a      1931     2     6     3     1
 -9.0756614353778464E-01 a      1932     2     7     3     1
 -5.1995759395133301E-01 a      1933     2     8     3     1
 -3.8457418096973284E-01 a      1934     2     9     3     1
 -6.2731748369776952E-01 a      1935     2    10     3     1
  3.5423024618676135E-01 a      1936     2    11     3     1
 -7.8812211668165055E-01 a      1937     2    12     3     1
  6.4284764027393537E-01 a      1938     2    13     3     1
 -2.9925073924940293E-01 a      1939     2    14     3     1
  5.6175038179138548E-01 a      1940     2    15     3     1
 -5.9300563798757633E-01 a      1941     2    16     3     1
  6.1035748507877152E-01 a      1942     2    17     3     1
  2.0845421120632332E-01 a      1943     2    18     3     1
  8.5013361731184545E-01 a      1944     2    19     3     1
  1.0916661706582531E+00 a      1945     2    20     3     1
 -8.4856468970609478E-01 a      1946     2    21     3     1
 -9.7954591635702337E-01 a      1947     2    22     3     1
 -8.8522968061043261E-01 a      1948     2    23     3     1
  5.8476270543922260E-01 a      1949     2    24     3     1
 -8.1067944684061677E-01 a      1950     2    25     3     1
 -3.1761374459506352E-02 b      1951     3     1
